Support,Pattern,Decoded_Pattern
10,"[18, 2, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 4, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 18, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 18, 27, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 18, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 7, 7]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 27, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 27, 27, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 27, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 27, 7]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 27, 21]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 27, 1]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 38, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 21, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 2, 19]","[['?'], ['?'], ['?']]"
10,"[18, 2, 1]","[['?'], ['?'], ['?']]"
10,"[18, 2, 30]","[['?'], ['?'], ['?']]"
10,"[18, 6, 11]","[['?'], ['?'], ['?']]"
10,"[18, 6, 30]","[['?'], ['?'], ['?']]"
10,"[18, 10, 20]","[['?'], ['?'], ['?']]"
10,"[18, 8, 21, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 21, 21]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 4, 48]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 4, 21]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 27, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 27, 7, 13]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 27, 7, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 27, 27, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 18, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 18, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 18, 43, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 18, 48]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 7, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 7, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 49, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 49, 7]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 49, 27, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 49, 27, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 49, 1]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 13, 1]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 11, 6]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 11, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 2]","[['?'], ['?'], ['?']]"
10,"[18, 8, 38, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 38, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 44]","[['?'], ['?'], ['?']]"
10,"[18, 8, 1, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 8, 1, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[18, 46, 1]","[['?'], ['?'], ['?']]"
10,"[18, 46, 0]","[['?'], ['?'], ['?']]"
10,"[44, 39, 27]","[['?'], ['?'], ['?']]"
10,"[44, 39, 43]","[['?'], ['?'], ['?']]"
10,"[44, 39, 22]","[['?'], ['?'], ['?']]"
10,"[44, 39, 13]","[['?'], ['?'], ['?']]"
10,"[44, 38, 49]","[['?'], ['?'], ['?']]"
10,"[44, 38, 22, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 38, 13]","[['?'], ['?'], ['?']]"
10,"[44, 27, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 27, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 27, 18, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 27, 18, 7, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[44, 27, 18, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 27, 38, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 27, 38, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 27, 7, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 27, 1, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 27, 8, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 27, 48]","[['?'], ['?'], ['?']]"
10,"[44, 27, 19]","[['?'], ['?'], ['?']]"
10,"[44, 21, 22]","[['?'], ['?'], ['?']]"
10,"[44, 21, 39]","[['?'], ['?'], ['?']]"
10,"[44, 21, 13]","[['?'], ['?'], ['?']]"
10,"[44, 37]","[['?'], ['?']]"
10,"[44, 4, 43, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 4, 44, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 4, 21, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 4, 38, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 4, 4, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 4, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 22, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 22, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 38, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 38, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 38, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 3]","[['?'], ['?'], ['?']]"
10,"[44, 43, 4, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 43, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 43, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 43, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 18, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 18, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 18, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 18, 11]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 18, 1]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 20, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 30, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 1, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 43, 19]","[['?'], ['?'], ['?']]"
10,"[44, 43, 19, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 11, 21]","[['?'], ['?'], ['?']]"
10,"[44, 11, 43]","[['?'], ['?'], ['?']]"
10,"[44, 10, 38]","[['?'], ['?'], ['?']]"
10,"[44, 22, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 0, 22, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 48]","[['?'], ['?'], ['?']]"
10,"[44, 22, 13, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 44, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 22, 21]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 22, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 43, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 31]","[['?'], ['?'], ['?']]"
10,"[44, 22, 38, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 20]","[['?'], ['?'], ['?']]"
10,"[44, 22, 18, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 18, 22, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 18, 0]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 22, 18, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 45, 43]","[['?'], ['?'], ['?']]"
10,"[44, 0, 44]","[['?'], ['?'], ['?']]"
10,"[44, 0, 7]","[['?'], ['?'], ['?']]"
10,"[44, 0, 31]","[['?'], ['?'], ['?']]"
10,"[44, 0, 4]","[['?'], ['?'], ['?']]"
10,"[44, 0, 39]","[['?'], ['?'], ['?']]"
10,"[44, 13, 18]","[['?'], ['?'], ['?']]"
10,"[44, 13, 13]","[['?'], ['?'], ['?']]"
10,"[44, 13, 1]","[['?'], ['?'], ['?']]"
10,"[44, 44, 22, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 44, 43, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 44, 7, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 44, 38, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 44, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 44, 4, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 44, 45]","[['?'], ['?'], ['?']]"
10,"[44, 44, 27, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 7, 22]","[['?'], ['?'], ['?']]"
10,"[44, 7, 38]","[['?'], ['?'], ['?']]"
10,"[44, 7, 39]","[['?'], ['?'], ['?']]"
10,"[44, 7, 13]","[['?'], ['?'], ['?']]"
10,"[44, 24, 18]","[['?'], ['?'], ['?']]"
10,"[44, 49, 21]","[['?'], ['?'], ['?']]"
10,"[44, 49, 22, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 49, 44, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 49, 4]","[['?'], ['?'], ['?']]"
10,"[44, 49, 19, 7]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 49, 27, 18, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[44, 49, 27, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 49, 27, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 20, 38]","[['?'], ['?'], ['?']]"
10,"[44, 18, 44, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 44, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 44, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 22, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 22, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 0, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 7, 1]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 38, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 38, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 18, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 18, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 18, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 18, 2]","[['?'], ['?'], ['?']]"
10,"[44, 18, 1, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 9]","[['?'], ['?']]"
10,"[44, 30, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 17, 13]","[['?'], ['?'], ['?']]"
10,"[44, 17, 13, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 17, 18, 44]","[['?'], ['?'], ['?'], ['?']]"
10,"[44, 17, 4]","[['?'], ['?'], ['?']]"
10,"[44, 19, 18]","[['?'], ['?'], ['?']]"
10,"[44, 2, 18]","[['?'], ['?'], ['?']]"
10,"[44, 1, 38]","[['?'], ['?'], ['?']]"
10,"[44, 8, 4]","[['?'], ['?'], ['?']]"
10,"[44, 8, 0]","[['?'], ['?'], ['?']]"
10,"[39, 38, 21, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 38, 4, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 38, 28]","[['?'], ['?'], ['?']]"
10,"[39, 38, 25]","[['?'], ['?'], ['?']]"
10,"[39, 38, 39, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 38, 18, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 38, 18, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 38, 18, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 38, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 38, 48]","[['?'], ['?'], ['?']]"
10,"[39, 38, 1]","[['?'], ['?'], ['?']]"
10,"[39, 38, 49]","[['?'], ['?'], ['?']]"
10,"[39, 38, 38]","[['?'], ['?'], ['?']]"
10,"[39, 27, 21, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 27, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 27, 11]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 27, 27, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 27, 2]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 27, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 27, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 27, 1]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 35]","[['?'], ['?'], ['?']]"
10,"[39, 27, 20, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 22, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 22, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 18, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 24]","[['?'], ['?'], ['?']]"
10,"[39, 27, 7]","[['?'], ['?'], ['?']]"
10,"[39, 27, 2, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 38, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 27, 45]","[['?'], ['?'], ['?']]"
10,"[39, 21, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 37]","[['?'], ['?']]"
10,"[39, 4, 43, 7]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 43, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 43, 1]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 43, 27, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 11, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 4, 43, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 4, 38, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 4, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 4, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 4, 30]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 4, 27, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 4, 45]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 44, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 23]","[['?'], ['?'], ['?']]"
10,"[39, 4, 0, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 0, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 0, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 0, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 0, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 13, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 22, 21]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 22, 4, 22]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 22, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 22, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 21, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 21, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 21, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 31]","[['?'], ['?'], ['?']]"
10,"[39, 4, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 39, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 39, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 24, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 49, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 27, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 27, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 27, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 27, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 27, 48]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 18, 18, 20]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 18, 8]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 18, 49]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 18, 20, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 18, 48]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 18, 43, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 18, 1]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 20, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 20, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 4, 19, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 35]","[['?'], ['?'], ['?']]"
10,"[39, 43, 22, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 3]","[['?'], ['?'], ['?']]"
10,"[39, 43, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 4, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 4, 30]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 43, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 18, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 18, 18, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 18, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 1, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 30, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 21]","[['?'], ['?'], ['?']]"
10,"[39, 43, 49]","[['?'], ['?'], ['?']]"
10,"[39, 43, 20, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 43, 40]","[['?'], ['?'], ['?']]"
10,"[39, 35, 45]","[['?'], ['?'], ['?']]"
10,"[39, 35, 7]","[['?'], ['?'], ['?']]"
10,"[39, 35, 35]","[['?'], ['?'], ['?']]"
10,"[39, 11, 11, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 22, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 4, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 4, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 0]","[['?'], ['?'], ['?']]"
10,"[39, 11, 43, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 24]","[['?'], ['?'], ['?']]"
10,"[39, 11, 18, 7]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 18, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 18, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 20, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 11, 17]","[['?'], ['?'], ['?']]"
10,"[39, 44, 4]","[['?'], ['?'], ['?']]"
10,"[39, 44, 38]","[['?'], ['?'], ['?']]"
10,"[39, 44, 27]","[['?'], ['?'], ['?']]"
10,"[39, 40, 4]","[['?'], ['?'], ['?']]"
10,"[39, 40, 43]","[['?'], ['?'], ['?']]"
10,"[39, 22, 11, 21]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 11, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 48, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 22, 48]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 22, 21]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 22, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 22, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 45, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 4, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 4, 21]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 0, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 21, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 21, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 43, 7]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 43, 39, 43]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 7, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 25]","[['?'], ['?'], ['?']]"
10,"[39, 22, 3]","[['?'], ['?'], ['?']]"
10,"[39, 22, 39, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 39, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 39, 48]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 39, 1]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 39, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 18, 13]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 18, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 9]","[['?'], ['?'], ['?']]"
10,"[39, 22, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 27, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 1, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 1, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 22, 30]","[['?'], ['?'], ['?']]"
10,"[39, 22, 2]","[['?'], ['?'], ['?']]"
10,"[39, 28, 22]","[['?'], ['?'], ['?']]"
10,"[39, 28, 43]","[['?'], ['?'], ['?']]"
10,"[39, 24, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 24, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 24, 43, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 24, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 24, 39, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 24, 18, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 24, 18, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 24, 18, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 24, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 24, 20, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 24, 20, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 42]","[['?'], ['?']]"
10,"[39, 45, 22]","[['?'], ['?'], ['?']]"
10,"[39, 45, 20]","[['?'], ['?'], ['?']]"
10,"[39, 45, 27]","[['?'], ['?'], ['?']]"
10,"[39, 47, 4]","[['?'], ['?'], ['?']]"
10,"[39, 47, 7]","[['?'], ['?'], ['?']]"
10,"[39, 47, 38]","[['?'], ['?'], ['?']]"
10,"[39, 23, 4]","[['?'], ['?'], ['?']]"
10,"[39, 0, 48]","[['?'], ['?'], ['?']]"
10,"[39, 0, 13]","[['?'], ['?'], ['?']]"
10,"[39, 0, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 0, 4, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 0, 49]","[['?'], ['?'], ['?']]"
10,"[39, 0, 0]","[['?'], ['?'], ['?']]"
10,"[39, 0, 45]","[['?'], ['?'], ['?']]"
10,"[39, 13, 21]","[['?'], ['?'], ['?']]"
10,"[39, 13, 39]","[['?'], ['?'], ['?']]"
10,"[39, 13, 18]","[['?'], ['?'], ['?']]"
10,"[39, 41, 43]","[['?'], ['?'], ['?']]"
10,"[39, 7, 4]","[['?'], ['?'], ['?']]"
10,"[39, 7, 39]","[['?'], ['?'], ['?']]"
10,"[39, 7, 43]","[['?'], ['?'], ['?']]"
10,"[39, 31, 38, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 31, 39]","[['?'], ['?'], ['?']]"
10,"[39, 31, 18]","[['?'], ['?'], ['?']]"
10,"[39, 31, 48]","[['?'], ['?'], ['?']]"
10,"[39, 31, 20]","[['?'], ['?'], ['?']]"
10,"[39, 25, 43]","[['?'], ['?'], ['?']]"
10,"[39, 25, 20]","[['?'], ['?'], ['?']]"
10,"[39, 25, 18]","[['?'], ['?'], ['?']]"
10,"[39, 39, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
